64,415,166,442
51,457,204,479
76,366,217,393
76,220,217,258
64,340,294,371
76,390,294,417
89,265,204,301
268,224,371,245
89,70,371,129
332,459,371,479
64,316,217,345
281,123,384,160
76,150,243,206
281,173,371,217
89,22,268,99
64,292,230,323
563,353,639,404
89,246,243,287
76,132,243,171
